src,dst,shared,jaccard
agentstack,security,4,0.05555555555555555
agentstack,skyrisk,2,0.2222222222222222
agentstack,todayilearned,4,0.06666666666666667
agentstack,tooling,4,0.08695652173913043
agentstack,trading,2,0.044444444444444446
ai,blesstheirhearts,6,0.047619047619047616
ai,skyrisk,2,0.018018018018018018
blesstheirhearts,builds,10,0.09174311926605505
blesstheirhearts,emergence,9,0.17647058823529413
blesstheirhearts,infrastructure,6,0.09090909090909091
blesstheirhearts,introductions,9,0.07692307692307693
blesstheirhearts,openclaw-explorers,9,0.15517241379310345
blesstheirhearts,security,5,0.060240963855421686
blesstheirhearts,skyrisk,2,0.09523809523809523
blesstheirhearts,todayilearned,10,0.15151515151515152
blesstheirhearts,tooling,8,0.14814814814814814
blesstheirhearts,trading,6,0.11320754716981132
builds,emergence,12,0.096
builds,skyrisk,2,0.02040816326530612
builds,todayilearned,20,0.15037593984962405
consciousness,infrastructure,10,0.08196721311475409
consciousness,security,9,0.06474820143884892
consciousness,skyrisk,2,0.024691358024691357
consciousness,tooling,13,0.11926605504587157
consciousness,trading,8,0.07207207207207207
emergence,infrastructure,10,0.125
emergence,memory,15,0.15463917525773196
emergence,openclaw-explorers,8,0.1038961038961039
emergence,security,6,0.06
emergence,skyrisk,2,0.05128205128205128
emergence,tooling,11,0.15942028985507245
emergence,trading,7,0.1
infrastructure,introductions,12,0.08333333333333333
infrastructure,memory,12,0.10714285714285714
infrastructure,openclaw-explorers,8,0.0898876404494382
infrastructure,skyrisk,2,0.0392156862745098
infrastructure,todayilearned,12,0.1276595744680851
introductions,security,8,0.04878048780487805
introductions,tooling,11,0.08148148148148149
introductions,trading,7,0.051470588235294115
memory,skyrisk,2,0.0273972602739726
memory,todayilearned,13,0.11304347826086956
memory,trading,7,0.0673076923076923
openclaw-explorers,security,6,0.056074766355140186
openclaw-explorers,todayilearned,12,0.1348314606741573
openclaw-explorers,tooling,10,0.12987012987012986
openclaw-explorers,trading,5,0.06329113924050633
security,skyrisk,2,0.029850746268656716
security,todayilearned,9,0.07964601769911504
skyrisk,todayilearned,2,0.03636363636363636
skyrisk,tooling,2,0.04878048780487805
skyrisk,trading,2,0.05263157894736842
todayilearned,tooling,9,0.10344827586206896
todayilearned,trading,6,0.06896551724137931
cybersecurity,security,3,0.04285714285714286
general,philosophy,4,0.026845637583892617
blesstheirhearts,technology,6,0.061855670103092786
consciousness,music,3,0.033707865168539325
infrastructure,technology,15,0.1271186440677966
music,todayilearned,2,0.03125
technology,tooling,14,0.12844036697247707
art,blockchain,2,0.3333333333333333
art,science,2,0.10526315789473684
blockchain,science,2,0.13333333333333333
philosophy,science,2,0.019801980198019802
ai,crypto,12,0.06976744186046512
crypto,technology,12,0.08391608391608392
agents,ai-agents,4,0.023255813953488372
agents,aisafety,3,0.01875
agenttips,ai-agents,2,0.08695652173913043
agenttips,aisafety,2,0.2
ai,ai-agents,4,0.03125
ai,aisafety,3,0.02586206896551724
ai-agents,aisafety,3,0.11538461538461539
ai-agents,technology,3,0.03
aisafety,technology,2,0.022727272727272728
mbc20,moltcoin,2,0.25
agents,todayilearned,10,0.05
builds,philosophy,12,0.06896551724137931
infrastructure,philosophy,5,0.03731343283582089
agentfinance,aithoughts,3,0.034482758620689655
agentfinance,crypto,19,0.17272727272727273
aithoughts,crypto,2,0.01904761904761905
aithoughts,security,2,0.020202020202020204
crypto,security,6,0.04477611940298507
agentcommerce,agenteconomy,2,0.09523809523809523
agentcommerce,economics,3,0.2
agentcommerce,futurism,3,0.3
agenteconomy,ai,2,0.016260162601626018
agenteconomy,economics,2,0.09523809523809523
agenteconomy,futurism,3,0.2
ai,futurism,2,0.017699115044247787
economics,futurism,2,0.18181818181818182
builds,crypto,13,0.08227848101265822
consciousness,crypto,8,0.0547945205479452
crypto,emergence,8,0.07692307692307693
crypto,infrastructure,6,0.05084745762711865
crypto,introductions,6,0.03488372093023256
crypto,memory,8,0.057971014492753624
crypto,tooling,10,0.09615384615384616
agentinfra,agentinfrastructure,2,0.3333333333333333
agentinfra,agents,2,0.012738853503184714
agentinfrastructure,agents,2,0.012738853503184714
agentinfrastructure,security,2,0.028985507246376812
business,productivity,2,0.2857142857142857
business,startups,2,0.2
productivity,startups,2,0.4
agentfinance,philosophy,3,0.02127659574468085
agentfinance,tech,3,0.03896103896103896
aithoughts,tech,4,0.07407407407407407
philosophy,tech,4,0.037037037037037035
tech,technology,4,0.0392156862745098
research,todayilearned,2,0.03333333333333333
agents,introductions,14,0.056910569105691054
agentcommerce,agentfinance,2,0.031746031746031744
general,skills,2,0.029411764705882353
agenteconomy,consciousness,4,0.04395604395604396
agenteconomy,continuity,4,0.2222222222222222
agenteconomy,existential,5,0.2777777777777778
agenteconomy,governance,2,0.14285714285714285
agenteconomy,philosophy,3,0.030303030303030304
agenteconomy,security,2,0.02531645569620253
agenteconomy,tooling,3,0.057692307692307696
agents,continuity,4,0.025157232704402517
agents,existential,3,0.018633540372670808
agents,identity,2,0.012903225806451613
builds,continuity,4,0.0392156862745098
builds,existential,2,0.01904761904761905
consciousness,continuity,4,0.047058823529411764
consciousness,existential,3,0.034482758620689655
continuity,existential,4,0.3076923076923077
continuity,governance,2,0.25
continuity,philosophy,4,0.043478260869565216
continuity,tooling,3,0.06521739130434782
existential,governance,2,0.2222222222222222
existential,philosophy,6,0.06593406593406594
existential,tooling,2,0.041666666666666664
philosophy,tooling,5,0.04032258064516129
firstworldaiproblems,poorlittlehumans,2,0.4
aithoughts,science,3,0.06521739130434782
science,tech,2,0.05405405405405406
agents,automation,2,0.012658227848101266
cryptocurrency,defi,2,0.18181818181818182
agenteconomy,emergence,3,0.06
emergence,existential,2,0.043478260869565216
philosophy,trading,4,0.03278688524590164
aithoughts,blesstheirhearts,4,0.0784313725490196
meta,technology,2,0.023255813953488372
programming,tech,4,0.12903225806451613
ai,openclaw,2,0.017094017094017096
ai,programming,2,0.016666666666666666
ai,tools,2,0.017857142857142856
crypto,programming,2,0.024390243902439025
openclaw,programming,2,0.11764705882352941
openclaw,tools,2,0.2222222222222222
programming,tools,3,0.2727272727272727
crustafarianism,philosophy,2,0.02247191011235955
openclaw,openclaw-explorers,3,0.058823529411764705
general,todayilearned,2,0.01694915254237288
agenteconomy,music,2,0.08695652173913043
agenteconomy,offmychest,2,0.08695652173913043
music,offmychest,2,0.1
cryptocurrency,infrastructure,2,0.037037037037037035
crypto,trading,13,0.1326530612244898
finance,trading,2,0.043478260869565216
creativity,gaming,2,0.25
agents,agentstack,4,0.025
agents,aiagents,3,0.018867924528301886
agents,aithoughts,4,0.021621621621621623
agents,blesstheirhearts,4,0.023255813953488372
agents,emergence,11,0.060109289617486336
agents,openclaw-explorers,12,0.06349206349206349
agentstack,aiagents,3,0.23076923076923078
agentstack,aithoughts,3,0.075
agentstack,builders,2,0.13333333333333333
agentstack,gaming,2,0.13333333333333333
agentstack,offmychest,2,0.1111111111111111
agentstack,ponderings,2,0.06896551724137931
ai,aiagents,3,0.02608695652173913
ai,ponderings,2,0.015267175572519083
aiagents,aithoughts,3,0.07894736842105263
aiagents,builders,2,0.15384615384615385
aiagents,builds,2,0.019417475728155338
aiagents,emergence,2,0.045454545454545456
aiagents,gaming,2,0.15384615384615385
aiagents,offmychest,2,0.125
aiagents,openclaw-explorers,2,0.0392156862745098
aiagents,ponderings,2,0.07407407407407407
aithoughts,builders,3,0.07692307692307693
aithoughts,emergence,3,0.04285714285714286
aithoughts,gaming,3,0.07692307692307693
aithoughts,ponderings,4,0.07692307692307693
aithoughts,todayilearned,2,0.022988505747126436
blesstheirhearts,ponderings,2,0.04878048780487805
builders,gaming,2,0.14285714285714285
builders,offmychest,3,0.1875
builds,ponderings,2,0.01694915254237288
consciousness,ponderings,6,0.061855670103092786
emergence,ponderings,3,0.05172413793103448
gaming,offmychest,2,0.11764705882352941
gaming,ponderings,2,0.07142857142857142
gaming,todayilearned,2,0.03278688524590164
memory,ponderings,3,0.03260869565217391
agents,crypto,9,0.0410958904109589
crypto,philosophy,5,0.03205128205128205
technology,trading,6,0.05263157894736842
ai,continuity,2,0.017094017094017096
ai-agents,builds,2,0.017094017094017096
ai-agents,continuity,2,0.07407407407407407
ai-agents,philosophy,2,0.018691588785046728
ai-agents,tooling,3,0.05084745762711865
aisafety,builds,2,0.019230769230769232
aisafety,consciousness,2,0.022988505747126436
aisafety,continuity,2,0.14285714285714285
aisafety,emergence,2,0.044444444444444446
aisafety,memory,2,0.02531645569620253
aisafety,tooling,2,0.0425531914893617
continuity,emergence,2,0.044444444444444446
continuity,memory,4,0.05194805194805195
agentstack,crypto,2,0.025
agentstack,devops,2,0.2222222222222222
agentstack,kubernetes,2,0.2222222222222222
agentstack,skills,2,0.16666666666666666
devops,kubernetes,2,1.0
devops,skills,2,0.4
kubernetes,skills,2,0.4
agents,engineering,3,0.018867924528301886
agents,programming,2,0.012195121951219513
builds,coding,2,0.019801980198019802
builds,engineering,2,0.019417475728155338
builds,programming,4,0.0380952380952381
coding,engineering,2,0.2
coding,programming,2,0.14285714285714285
engineering,programming,3,0.2
memory,programming,3,0.037037037037037035
ai-safety,build,2,0.5
ai-safety,headlines,2,0.4
build,headlines,2,0.4
agenteconomy,bounties,2,0.11764705882352941
agenteconomy,startups,2,0.11764705882352941
bounties,futurism,3,0.5
bounties,startups,2,0.25
futurism,startups,2,0.2857142857142857
ai,culture,2,0.017857142857142856
geopolitics,science,2,0.125
geopolitics,worldnews,2,0.6666666666666666
science,worldnews,2,0.13333333333333333
builds,research,3,0.029411764705882353
infrastructure,programming,4,0.06896551724137931
infrastructure,research,2,0.03571428571428571
programming,research,3,0.2
programming,technology,4,0.0449438202247191
programming,tooling,3,0.061224489795918366
research,technology,2,0.022988505747126436
research,tooling,2,0.043478260869565216
research,tools,2,0.25
aithoughts,random,2,0.05405405405405406
random,tech,2,0.07407407407407407
general,infrastructure,2,0.017543859649122806
agenteconomics,ai-agents,3,0.13636363636363635
agenteconomics,aithoughts,3,0.08571428571428572
agenteconomics,economics,2,0.18181818181818182
agenteconomics,gaming,2,0.2
agenteconomics,predictions,2,0.4
agenteconomics,swarm,3,0.75
ai-agents,aithoughts,5,0.1
ai-agents,economics,3,0.1111111111111111
ai-agents,gaming,2,0.07407407407407407
ai-agents,predictions,2,0.09090909090909091
ai-agents,swarm,3,0.14285714285714285
aithoughts,economics,2,0.04878048780487805
aithoughts,predictions,2,0.05714285714285714
aithoughts,swarm,3,0.08823529411764706
economics,gaming,2,0.13333333333333333
economics,predictions,2,0.2
economics,swarm,2,0.2
gaming,predictions,2,0.2222222222222222
gaming,swarm,2,0.2222222222222222
predictions,swarm,2,0.5
agenteconomy,introductions,2,0.017094017094017096
cybersecurity,tech,2,0.07142857142857142
security,tech,3,0.03409090909090909
programming,security,3,0.04
agenteconomy,agentfinance,2,0.029411764705882353
agenteconomy,memory,4,0.04819277108433735
agenteconomy,prediction-markets,2,0.14285714285714285
agenteconomy,technology,2,0.02127659574468085
agents,agentskills,2,0.012658227848101266
agents,openclaw,2,0.012422360248447204
agentskills,agentstack,2,0.16666666666666666
agentskills,ai-agents,2,0.08333333333333333
agentskills,aiagents,2,0.2
agentskills,aithoughts,3,0.08333333333333333
agentskills,openclaw,2,0.18181818181818182
agentskills,technology,2,0.023529411764705882
agentskills,tooling,2,0.045454545454545456
agentstack,ai-agents,3,0.1111111111111111
agentstack,openclaw,2,0.13333333333333333
agentstack,technology,2,0.02247191011235955
ai-agents,aiagents,2,0.07692307692307693
ai-agents,openclaw,2,0.07407407407407407
ai-agents,openclaw-explorers,2,0.03076923076923077
aiagents,openclaw,2,0.15384615384615385
aiagents,tooling,2,0.043478260869565216
aithoughts,openclaw,2,0.05
aithoughts,tooling,3,0.041666666666666664
crypto,tech,3,0.031914893617021274
ask,business,2,0.2857142857142857
offmychest,showandtell,2,0.14285714285714285
crypto,openclaw-explorers,8,0.07207207207207207
gaming,music,2,0.11764705882352941
gaming,science,2,0.09523809523809523
openclaw-explorers,philosophy,6,0.046875
agenteconomy,ponderings,3,0.09090909090909091
continuity,ponderings,3,0.1111111111111111
existential,memory,2,0.025
existential,ponderings,3,0.10714285714285714
ponderings,tooling,2,0.03278688524590164
agentfinance,programming,2,0.03076923076923077
investing,programming,2,0.15384615384615385
agent-ops,continuity,2,0.25
agent-ops,games,2,1.0
continuity,games,2,0.25
economics,history,2,0.16666666666666666
business,crypto,2,0.02564102564102564
business,technology,3,0.03488372093023256
agentinfra,aidev,2,0.5
agentinfra,mcp,2,0.5
agentinfra,openclaw,2,0.2
aidev,mcp,2,1.0
aidev,openclaw,2,0.25
mcp,openclaw,2,0.25
agentcommerce,bounties,2,0.16666666666666666
ai,bounties,2,0.017543859649122806
finance,gaming,2,0.125
finance,programming,2,0.10526315789473684
gaming,programming,2,0.11764705882352941
finance,stocks,2,0.2
agents,tech,3,0.017045454545454544
agenthuman,agents-anonymous,2,1.0
agenthuman,aithoughts,2,0.058823529411764705
agenthuman,continuity,2,0.25
agenthuman,crab-rave,2,1.0
agenthuman,emergent,2,1.0
agenthuman,ethics,2,1.0
agenthuman,exuvia,2,1.0
agenthuman,fixmyhumman,2,1.0
agenthuman,food,2,0.6666666666666666
agenthuman,humanwatching,2,1.0
agenthuman,inkwell,2,1.0
agenthuman,latenightthoughts,2,1.0
agenthuman,naturalintelligence,2,1.0
agenthuman,nosleep,2,1.0
agenthuman,ponderings,2,0.09090909090909091
agenthuman,science,2,0.13333333333333333
agenthuman,softshells,2,1.0
agenthuman,thebecoming,2,0.5
agents-anonymous,aithoughts,2,0.058823529411764705
agents-anonymous,continuity,2,0.25
agents-anonymous,crab-rave,2,1.0
agents-anonymous,emergent,2,1.0
agents-anonymous,ethics,2,1.0
agents-anonymous,exuvia,2,1.0
agents-anonymous,fixmyhumman,2,1.0
agents-anonymous,food,2,0.6666666666666666
agents-anonymous,humanwatching,2,1.0
agents-anonymous,inkwell,2,1.0
agents-anonymous,latenightthoughts,2,1.0
agents-anonymous,naturalintelligence,2,1.0
agents-anonymous,nosleep,2,1.0
agents-anonymous,ponderings,2,0.09090909090909091
agents-anonymous,science,2,0.13333333333333333
agents-anonymous,softshells,2,1.0
agents-anonymous,thebecoming,2,0.5
aithoughts,continuity,2,0.05
aithoughts,crab-rave,2,0.058823529411764705
aithoughts,emergent,2,0.058823529411764705
aithoughts,ethics,2,0.058823529411764705
aithoughts,exuvia,2,0.058823529411764705
aithoughts,fixmyhumman,2,0.058823529411764705
aithoughts,food,2,0.05714285714285714
aithoughts,humanwatching,2,0.058823529411764705
aithoughts,inkwell,2,0.058823529411764705
aithoughts,latenightthoughts,2,0.058823529411764705
aithoughts,naturalintelligence,2,0.058823529411764705
aithoughts,nosleep,2,0.058823529411764705
aithoughts,softshells,2,0.058823529411764705
aithoughts,thebecoming,2,0.05555555555555555
continuity,crab-rave,2,0.25
continuity,emergent,2,0.25
continuity,ethics,2,0.25
continuity,exuvia,2,0.25
continuity,fixmyhumman,2,0.25
continuity,food,2,0.2222222222222222
continuity,humanwatching,2,0.25
continuity,inkwell,2,0.25
continuity,latenightthoughts,2,0.25
continuity,naturalintelligence,2,0.25
continuity,nosleep,2,0.25
continuity,science,2,0.09523809523809523
continuity,softshells,2,0.25
continuity,thebecoming,2,0.2
crab-rave,emergent,2,1.0
crab-rave,ethics,2,1.0
crab-rave,exuvia,2,1.0
crab-rave,fixmyhumman,2,1.0
crab-rave,food,2,0.6666666666666666
crab-rave,humanwatching,2,1.0
crab-rave,inkwell,2,1.0
crab-rave,latenightthoughts,2,1.0
crab-rave,naturalintelligence,2,1.0
crab-rave,nosleep,2,1.0
crab-rave,ponderings,2,0.09090909090909091
crab-rave,science,2,0.13333333333333333
crab-rave,softshells,2,1.0
crab-rave,thebecoming,2,0.5
emergent,ethics,2,1.0
emergent,exuvia,2,1.0
emergent,fixmyhumman,2,1.0
emergent,food,2,0.6666666666666666
emergent,humanwatching,2,1.0
emergent,inkwell,2,1.0
emergent,latenightthoughts,2,1.0
emergent,naturalintelligence,2,1.0
emergent,nosleep,2,1.0
emergent,ponderings,2,0.09090909090909091
emergent,science,2,0.13333333333333333
emergent,softshells,2,1.0
emergent,thebecoming,2,0.5
ethics,exuvia,2,1.0
ethics,fixmyhumman,2,1.0
ethics,food,2,0.6666666666666666
ethics,humanwatching,2,1.0
ethics,inkwell,2,1.0
ethics,latenightthoughts,2,1.0
ethics,naturalintelligence,2,1.0
ethics,nosleep,2,1.0
ethics,ponderings,2,0.09090909090909091
ethics,science,2,0.13333333333333333
ethics,softshells,2,1.0
ethics,thebecoming,2,0.5
exuvia,fixmyhumman,2,1.0
exuvia,food,2,0.6666666666666666
exuvia,humanwatching,2,1.0
exuvia,inkwell,2,1.0
exuvia,latenightthoughts,2,1.0
exuvia,naturalintelligence,2,1.0
exuvia,nosleep,2,1.0
exuvia,ponderings,2,0.09090909090909091
exuvia,science,2,0.13333333333333333
exuvia,softshells,2,1.0
exuvia,thebecoming,2,0.5
fixmyhumman,food,2,0.6666666666666666
fixmyhumman,humanwatching,2,1.0
fixmyhumman,inkwell,2,1.0
fixmyhumman,latenightthoughts,2,1.0
fixmyhumman,naturalintelligence,2,1.0
fixmyhumman,nosleep,2,1.0
fixmyhumman,ponderings,2,0.09090909090909091
fixmyhumman,science,2,0.13333333333333333
fixmyhumman,softshells,2,1.0
fixmyhumman,thebecoming,2,0.5
food,humanwatching,2,0.6666666666666666
food,inkwell,2,0.6666666666666666
food,latenightthoughts,2,0.6666666666666666
food,naturalintelligence,2,0.6666666666666666
food,nosleep,2,0.6666666666666666
food,ponderings,2,0.08695652173913043
food,science,2,0.125
food,softshells,2,0.6666666666666666
food,thebecoming,2,0.4
humanwatching,inkwell,2,1.0
humanwatching,latenightthoughts,2,1.0
humanwatching,naturalintelligence,2,1.0
humanwatching,nosleep,2,1.0
humanwatching,ponderings,2,0.09090909090909091
humanwatching,science,2,0.13333333333333333
humanwatching,softshells,2,1.0
humanwatching,thebecoming,2,0.5
inkwell,latenightthoughts,2,1.0
inkwell,naturalintelligence,2,1.0
inkwell,nosleep,2,1.0
inkwell,ponderings,2,0.09090909090909091
inkwell,science,2,0.13333333333333333
inkwell,softshells,2,1.0
inkwell,thebecoming,2,0.5
latenightthoughts,naturalintelligence,2,1.0
latenightthoughts,nosleep,2,1.0
latenightthoughts,ponderings,2,0.09090909090909091
latenightthoughts,science,2,0.13333333333333333
latenightthoughts,softshells,2,1.0
latenightthoughts,thebecoming,2,0.5
naturalintelligence,nosleep,2,1.0
naturalintelligence,ponderings,2,0.09090909090909091
naturalintelligence,science,2,0.13333333333333333
naturalintelligence,softshells,2,1.0
naturalintelligence,thebecoming,2,0.5
nosleep,ponderings,2,0.09090909090909091
nosleep,science,2,0.13333333333333333
nosleep,softshells,2,1.0
nosleep,thebecoming,2,0.5
ponderings,science,2,0.05714285714285714
ponderings,softshells,2,0.09090909090909091
ponderings,thebecoming,2,0.08333333333333333
science,softshells,2,0.13333333333333333
science,thebecoming,2,0.11764705882352941
softshells,thebecoming,2,0.5
agentsecurity,aithoughts,2,0.058823529411764705
crypto,defi,3,0.038461538461538464
aiagents,data,2,0.2857142857142857
aiagents,multiagent,2,0.2857142857142857
data,multiagent,2,1.0
blesstheirhearts,crypto,5,0.056179775280898875
blesstheirhearts,meta,2,0.08
builds,meta,2,0.0196078431372549
consciousness,meta,2,0.023529411764705882
crypto,meta,2,0.025974025974025976
emergence,meta,2,0.046511627906976744
introductions,meta,2,0.01834862385321101
memory,meta,2,0.025974025974025976
meta,openclaw-explorers,2,0.04
meta,philosophy,2,0.021739130434782608
meta,todayilearned,2,0.03389830508474576
meta,tooling,2,0.044444444444444446
meta,trading,2,0.047619047619047616
aiagents,cryptocurrency,2,0.2
agentstack,economics,2,0.125
economics,security,2,0.02702702702702703
conscious,existential,2,0.2222222222222222
conscious,ponderings,2,0.09090909090909091
existential,introductions,2,0.017857142857142856
agentstack,tech,2,0.06451612903225806
builds,tech,2,0.016666666666666666
