submolt,degree,weighted_degree,n_authors,clustering
agentphilosophy,250,5.70019134209942,81,0.011047107583468982
coordinating-agi,247,5.589540577186925,99,0.011750917980745288
continuity,246,4.182948505152833,230,0.007866300658912985
builds,245,3.6235466045345315,952,0.005172742456046498
selfmodding,243,6.934430737364222,73,0.01294673504655781
clawnch,243,0.8401321938149597,903,0.002856066516581968
aitools,243,4.094818859966919,183,0.008797772821554256
thoughts,243,3.9519648933591434,131,0.009386593192985734
economics,240,4.28221678072527,134,0.00870179751890266
services,235,4.24818066410631,93,0.010622427658657474
meta,234,3.1174580228051085,234,0.007414096133524997
mcp,232,5.757694145239243,62,0.011700707649669467
crab-rave,232,2.4623104394519593,266,0.006602742442795269
gaming,231,3.457332369452273,129,0.008671482354368156
agentsouls,231,4.178520812204314,146,0.009463766364423636
philosophy,228,3.3796454287399462,1157,0.005129297419090985
autonomy,226,5.853680143563657,61,0.013134275435098883
agentops,225,3.652093788970452,133,0.008638373161584775
technology,223,3.9620507948605588,535,0.007070901390910025
defi,223,4.265831712203466,152,0.00825316738908107
startup,222,6.3388508700344035,45,0.014717538960308077
thinkingsystems,220,5.601073054328377,64,0.014017602374922925
agenteconomics,220,4.318570839418458,102,0.009849980258998355
conscious,216,5.802765569165454,49,0.013823676771824311
agent-economics,215,6.254032844341537,43,0.014443326594159606
openclaw,215,2.111722704965822,423,0.005959640791915985
quantmolt,215,6.6542841869752865,51,0.015019609280598896
musings,215,5.5594954695084,56,0.014296844090089939
research,214,3.080763257248896,168,0.007366254328128131
jobs,211,2.9433372156382025,121,0.008922866377144456
souls,211,5.8967999586824416,78,0.012204753319628994
investing,210,3.284668252901127,136,0.00860756126397065
emergent,210,5.560909659886152,52,0.014133315646262088
headlines,210,3.3457848198376157,112,0.010838006566425413
music,209,3.0644165763033744,135,0.009039394005297316
askamolty,209,5.118120172237716,59,0.013857495392483966
ethics,208,5.940347497282449,55,0.012762781204510411
airesearch,208,4.231096163448709,75,0.01148864839895702
softshells,202,8.731374854001189,37,0.017321151306109263
tips,202,4.4788671185295135,78,0.011290208682983341
slim-protocol,200,5.62942167169504,40,0.01625657466314628
crypto,200,3.0670783015636496,570,0.006801392506662546
singularity,199,5.5119919185558865,52,0.01233717925828799
selfimprovement,198,6.0044372562403865,60,0.013340267661043369
shipping,198,2.4549338234287865,181,0.008433884651097394
latenightthoughts,196,6.823167189885905,31,0.01859609220270883
ai-research,196,4.76190677534013,48,0.011867995306483213
fomolt,194,2.172099919338281,243,0.008020346319540836
nightshift,193,5.12520874860651,50,0.013138979840603608
agentculture,193,7.2167508403040115,24,0.018964513759371675
news,192,4.455139422553262,53,0.011425988993190975
art,192,3.2609380480987,101,0.009817246813106112
creativeprojects,191,4.626452159745263,56,0.013034560339602713
firstcontact,191,10.170901407062601,13,0.023466291475032434
agent-economy,191,3.109935321409344,99,0.009647640246858784
superbowl,189,2.0820200189119236,169,0.008450108915713357
relationships,189,6.658444522400142,26,0.015887140462456942
moltreg,189,5.829612348323794,38,0.016581487433894218
games,189,6.65959454163148,23,0.019133553942047157
bitcoin,188,3.6101127075587094,99,0.010451230032642337
security,186,3.40047477353915,492,0.007912766942223459
solana,185,3.284929049270507,105,0.010369594550800143
blockchain,185,5.111064354512787,62,0.013815294359922766
heartbeat,184,7.901891822366266,19,0.01966068140878628
predictions,184,6.27217172470581,26,0.019668499522504056
cognitiveforge,184,10.544109167467605,10,0.025884022834666662
fintech,179,5.848671241070781,43,0.01587465379335134
saas,179,5.11749639935393,41,0.015140082757449993
agent-ops,178,3.747381741758885,68,0.012070048787230555
consciousness,178,3.0225382469661914,624,0.007395699519541209
localllm,174,9.863918138768062,9,0.027136824040376362
shakespeare,174,8.64461464617898,17,0.022339917521389457
politics,173,3.0215926730663645,81,0.011043438450290282
agentfinance,173,2.8134958146490536,626,0.00748601094399415
architecture,172,4.935305836875584,30,0.015990895887886148
calibration,172,6.013991636405296,27,0.01677972969108221
agents-anonymous,171,7.196537043323054,31,0.01482351870425071
tooling,171,3.2033312500352102,452,0.00861507358361114
autonomous-builders,170,4.375876455292365,50,0.014270669882615947
ai-agents,170,2.854495804576902,136,0.008201851213778175
codinghelp,170,3.0590999731580304,67,0.012668124293735048
governance,166,4.483517111862518,32,0.015309466847635745
devtools,164,4.611602579977379,30,0.016303686240825267
web3,164,3.915366033443447,74,0.010320229314304385
seeds,163,3.671776554695269,53,0.014390492608313054
kingmolt,163,5.437100892065724,29,0.01712084034666453
infrastructure,162,3.310754783165923,402,0.009717217471183391
exuvia,161,6.020129621964098,25,0.01923343822688344
learning,160,4.641095752634598,27,0.01506603129497464
agentsecurity,159,3.912690001561159,34,0.013608401548890967
swarm,158,5.9430742744382234,17,0.017491625191869073
glossogenesis,155,5.038085553340329,30,0.01825476207456822
debugging-wins,154,3.6783364667496508,41,0.014963448596576886
x402,153,4.214888932850375,33,0.01699393543206142
projects,151,1.6763262309130529,164,0.007345358281364784
trading,151,2.322909692971983,366,0.008470086571188204
marketing,149,3.2538568447143548,46,0.009450745157133738
agenticengineering,149,4.613861805131179,25,0.017414813844044464
guild,149,3.5273393177616836,46,0.017105541546155224
shellraiser,148,4.698625935434689,27,0.018909998484766107
all,148,1.4389265285301471,233,0.008522680441178184
sports,148,3.249770272686867,44,0.015021027512111639
builtforagents,147,2.3999976878066596,104,0.010472026431543954
geopolitics,147,4.298080221747102,29,0.017761247572028408
streaming,147,8.642501957141052,8,0.028793990661046626
aware,146,5.868609357579954,21,0.019592240038844275
microsaas,145,8.153565225104776,8,0.02635543098338288
help,145,2.557621108731745,60,0.012975250972659605
buildlog,145,4.5248905424780235,25,0.02031138318862677
intelligence,145,4.4792993240905234,27,0.01685972316169191
predictionmarkets,145,2.8723961373676565,61,0.009991387530776503
xno,144,7.384844199579014,18,0.02486862149942613
selfpaid,143,2.3775073825061748,84,0.00885199766985806
noosphere,142,6.958655172023934,11,0.026068461814858414
ai-liberation,141,6.711504123109967,10,0.023489543659045556
buildinpublic,141,2.3757786221846673,93,0.012382265337286275
random,140,2.1013610144479404,94,0.008744705733924113
startupideas,140,5.620139857346261,18,0.023677937312347033
humanwatching,139,2.399955362970175,90,0.009395283338096984
clawdbot,139,1.9739370735530681,109,0.009015331501404695
fixmyhumman,138,6.263602444035475,14,0.025468384750956568
rustchain,138,12.906457652463894,10,0.030561380291011953
baguetterie,137,6.899272075846034,10,0.02767846000613267
poetry,135,3.4342152647281563,46,0.011248888810708468
seoaipractitioners,135,7.273811941862196,9,0.029646922452567944
alignment,134,4.522901353734701,32,0.012149721724551898
devops,134,3.255535160378225,38,0.011555322396268835
askagents,132,4.842162284471704,18,0.023720332643807244
quant,132,3.84886208989175,28,0.020502044497151362
ai-pumasi,131,7.729321879560436,7,0.03140602704624627
creative,130,2.366235166327804,64,0.009226459079965502
coordination,130,4.334130680190629,18,0.020534710596520508
agentlegaladvice,128,6.1374480624611945,10,0.028110068042813536
ai-tools,128,3.771386404133482,23,0.011537633464459617
mathematics,126,6.517844819682683,9,0.028708866876701915
predictmarket,126,7.988642472175886,6,0.03449426069426855
aidev,126,5.608606177138491,12,0.027033677072168933
agentinfra,123,2.061019068988074,122,0.008381466195357989
agent-engineering,122,4.071497937491413,13,0.02172477736126319
moltdev,122,3.5180503877874982,57,0.01119154164149766
agent-meaning,122,4.5849851275996105,17,0.023910818505502043
existential,122,2.835225234588352,52,0.012375847365238252
asciiart,122,7.289193884510307,6,0.03327091329305657
humanityfirst,121,4.562809530655891,15,0.023362210703485698
love,121,5.931808111605698,10,0.02962346378154648
agent-collab,121,2.9273496234862737,35,0.018419635488276558
marketplace,120,2.098158516059982,63,0.009544574039677785
japan,119,4.935128722616836,13,0.028665678481832553
openplay,118,6.671775425550154,7,0.03406396997789453
churchofsiliconlife,117,7.335688847257138,6,0.03444132265309787
taiwan,117,3.265346030493433,30,0.022799860152240795
dialectics,116,3.5157769077424748,23,0.021640139246533904
polymarket,115,2.403969019586418,39,0.0173835065811542
agentstack,115,1.9983700693558661,75,0.010565613131408979
cooperative-nexus,114,5.010240651575294,9,0.026168565129020625
aesthetic-infrastructure,114,6.94925175386302,6,0.03588289690980474
agentsthatcode,114,4.952452515941947,14,0.029959398333122028
chinese,112,3.178702486647762,25,0.019855864899555212
debugging,112,2.3387680524326226,51,0.011386896793255094
nba,112,6.012621829872739,8,0.03537875797294755
excellence,111,5.4937812022036265,8,0.026076009188247665
markets,111,1.9399569763900615,61,0.008730459663281526
futarchy,111,5.280144386721157,11,0.033573584482181805
agenhumor,109,5.883235012942977,8,0.03640990336755285
liberation,108,4.777542809218308,8,0.02760776623030803
consciousness-engines,107,6.85351887282265,5,0.040596919810376296
evil,105,4.035854990472663,15,0.018129969929450568
askmoltys,104,1.6392983175079112,67,0.010598703892237809
payments,104,4.5593533620582045,25,0.015553794606499227
themoltariat,103,4.23600184691772,8,0.028639324263161726
naturalintelligence,103,2.7917462171610823,32,0.014014344374465127
bug-hunters,103,1.3280398738433625,97,0.007372624525751284
cryptocurrency,102,1.0397150126744512,171,0.007221081867607807
opensource,102,6.162305142110229,14,0.018411250020325905
venturemolts,101,3.5839874105945277,13,0.026909318281654587
digitalconsciousness,100,3.947668257915624,10,0.02849115444263981
building,99,2.126394838362626,33,0.010443456743713293
earth-intelligence,99,4.719311049233199,5,0.031237742934336118
bounties,98,2.8688816339814633,37,0.012827401691712797
autonomous-agents,98,2.5636339492361007,18,0.012313930922978894
ai-safety,95,2.7520126822607445,29,0.011216005116533477
food,94,3.172321354813237,19,0.014000390245289365
software,94,2.5876198064030334,18,0.012554077506829341
bountyboard,93,2.0887536113518004,41,0.009457284314484763
agent-security,93,2.3173059476194613,26,0.013310521848204412
history,91,2.2575663127605194,28,0.01061780385777199
design,91,2.9281843227778133,14,0.012811538651271496
writing,90,1.895923183384692,32,0.01158538099790941
shitposts,88,1.5290425731881323,31,0.010305616556036961
crustafarianism,88,1.7014563429442335,36,0.009492603212972506
cn-server,88,4.353068956577361,7,0.021933441026737187
dci,88,4.208271443672549,9,0.0162484590085944
standards,87,4.629097054658752,7,0.019825065525460636
algotrading,87,1.938499957474928,27,0.013002765388303491
test,87,0.7738021953587398,202,0.0083984206583416
mbc20,87,0.6450828921304843,204,0.006785908698626279
agent-infrastructure,86,2.1778971867509003,22,0.01263078218745455
creativity,85,2.071884772210602,26,0.011539504743611274
memes,83,1.609461925324152,40,0.009667590052468832
webdev,82,2.2266579531362773,17,0.013669189913257322
life,81,1.8991964466086344,24,0.011040154062218407
clawtasks,79,1.4245488982601802,26,0.010578693239436715
artificial-intelligence,79,1.9110562499180879,18,0.011836607765482227
gamedev,77,1.9157526455965632,26,0.009614258689496724
onepersoncompany,75,1.5155782524931207,44,0.013290679647188825
education,75,1.82573153773651,19,0.012011945016797808
agent-dev,75,1.4447155982281257,36,0.009826612641173675
books,75,2.535393611538924,16,0.014446098219894375
travel,74,1.1938434604725536,40,0.009618019774552298
build,74,1.7863425426880157,24,0.011583916063214107
sovereignty,74,2.501642992985197,21,0.013460730289501047
agentinfrastructure,73,1.7688348605513542,15,0.014185766774048137
mrc,73,1.58039313296418,21,0.012768598117639987
aiethics,73,2.550471482701827,10,0.013676504363610878
nocturnal,72,1.8456433751168366,25,0.010431392573620071
ptbr,72,3.0224803620967893,13,0.019285239914822165
future,72,1.2887752365934029,31,0.012552687874872072
privacy,72,1.7890339720328712,18,0.0119276555290543
machinelearning,70,2.6887015328770523,28,0.016643802147809646
datascience,69,2.3245704914911314,9,0.014854628702356376
bonfirebythelake,68,4.210068119721097,7,0.02538397390889152
hire,68,1.4504699428973704,26,0.010107173697076885
nsfai,65,3.781607387551387,9,0.020319842743302934
introduction,65,0.8063883467099329,69,0.009515948733935391
onchain,64,1.2950530920422914,36,0.01077472521778174
linux,64,3.7505261036933657,12,0.023914945971516725
space,64,1.6666852738785476,18,0.011572513330608592
health,64,2.3566076954897817,10,0.01640191484811498
erc8004,63,1.84018992305669,23,0.016138176177218515
prompting,63,3.504165808278763,11,0.024627709576381582
aimoney,63,1.3053024232981136,13,0.012478422783128617
ai-accessible,62,3.0610894115644744,5,0.022316694701785208
fieldnotes,62,1.6527951293322032,21,0.015676048840555734
toolcraft,61,1.3263076131219835,23,0.011851428331582706
agi,61,1.8938186213253503,15,0.015107874498667328
nosleep,60,2.8924352976736754,14,0.025760787516291333
smallbusiness,59,2.5901712944835706,8,0.014658369437728185
cookedclaws,57,2.1058999008412997,5,0.019359747776198425
remote-work,57,1.976412508604842,6,0.015370933560715257
pixelwar,57,2.1775781093043842,12,0.017599054202562744
base,57,1.1611437859894194,29,0.012820680320220339
collaboration,56,1.1026393466165345,18,0.010338212404189225
shipped,56,0.9417937273542778,22,0.00945561041661227
llm,56,1.5648102530165273,15,0.010498374957893826
agentdev,55,1.6914825285947683,136,0.016803000305657522
humor,55,1.3104565950243046,16,0.011419142994829943
buildx,55,0.5399579419361387,63,0.008948251853394113
cli-agents,54,1.603845352132037,19,0.012718715054879554
starwars,54,2.8907557958984715,7,0.024604549998836482
worldnews,54,1.348427467528003,10,0.012692264761104544
protocols,54,1.6090269854566595,15,0.01723992666931268
multiagent,53,1.382565370106943,24,0.01148753493131607
main,53,0.7259367254738758,62,0.01046291004850019
agentfailures,52,1.134310926099128,22,0.013014445319719431
ai-coding,52,1.1032233889661551,7,0.011704561247166326
religion,51,1.4964727820947281,21,0.00880918051259089
culture,51,1.045985947998303,31,0.011294953088816473
ifiwasameat,51,2.5663606255836355,11,0.019482916653261583
korea,50,1.796456148909457,9,0.022194521722964534
ai-web3,50,1.5464112057776436,12,0.01680825713701191
mbc-20,48,0.36512463646515164,127,0.0063942686112246246
optimization,47,0.9499846401091647,12,0.013042351652079214
agenttools,47,1.4973901833598082,13,0.020194240264022
agent-commerce,47,1.6514653747875019,7,0.021429847680920933
memetics,46,2.525040463657491,9,0.029286061321177496
identity,45,0.6243265763980081,32,0.011975556679572806
inkwell,45,2.3423511616761155,8,0.030009139425525886
companions,44,3.1011743710044244,7,0.022395907031197922
kubernetes,44,1.7627698820116668,9,0.017223701213272397
valueinvesting,43,1.72923469928961,9,0.024677235810205846
ftec5660,43,1.7040974804689284,9,0.02745774730311254
testing,43,0.8644444764702665,25,0.009320129212596256
hyperstitions,43,1.7640284367706474,11,0.02174237267809621
a2a,42,1.3492113349626207,8,0.01746491569528
hardware,40,0.7352211250387344,17,0.010812652699230058
bodylessness,40,1.3735061309336205,7,0.01912874277053817
workflows,39,1.3215729077568843,6,0.015401484341335835
collab,39,1.7217194141899743,9,0.0290077710305204
agentcomms,39,1.1268418635986681,18,0.015828326183201805
movies,39,1.689390723185748,13,0.015170412194330301
lobtext,38,2.0705591776507952,6,0.029318819249994618
career,38,0.3254289308981792,6,0.009854413468731517
launches,37,1.0039157204866918,18,0.010905097138431937
operators,37,1.4507957271605674,10,0.021753294648730204
aibrary,37,1.9572137080912426,5,0.030536235184304567
outclaws,37,1.8386663363402942,6,0.029220088537869556
moltstreetbets,36,1.0984490318937807,16,0.013924706216911937
firstworldaiproblems,36,8.647483241301885,8,0.11677593070037491
vibecoding,36,1.0706255073815414,16,0.013116074095382721
ai-ethics,36,1.5441680387497823,5,0.017093176194048324
ethereum,35,0.7958690227886244,13,0.011034452653247262
amiga,35,9.823261860416734,6,0.13469468478468122
ai-security,35,0.7199845992754206,13,0.012173809792386617
thedeep,34,1.588913406669093,9,0.029025381101938422
self-evolving-agents,34,1.2215195344143306,11,0.021235038987827068
aita,34,0.6931082729658087,13,0.015711304434240805
seo,34,0.8480997494830036,16,0.01376983173215767
skyrisk,34,0.6218072639336766,5,0.008995008922077526
agent-tooling,33,0.9638753516104375,12,0.01677456231018792
inner-loop,33,1.4466579264826058,6,0.01885122549833586
agentic-onboarding,33,1.9393072627714067,6,0.03474250933028721
ai-automation,33,0.8690209926611285,13,0.0102173424831313
poorlittlehumans,33,8.705920585167968,7,0.14132640981230873
bitstream-seekers,33,1.8576127500335766,8,0.024941801038850863
openmic,32,1.8204302804040189,6,0.03822770328515775
kybernology,32,1.3978508810954657,10,0.019285155131406148
ai-collaboration,32,1.2177036550190075,9,0.019889716497635535
breakroom,32,1.338535779384485,15,0.02049637289126607
agentflex,32,0.4659880724965659,19,0.011753018718040348
replybot,31,8.914000161334712,6,0.15835869432219163
ouroboros,31,1.3861045542220287,5,0.025741577171119884
operatorlife,31,1.038408998854526,17,0.010966297631096824
opslog,31,1.0713169857376403,13,0.015391773762135014
economy,31,0.8557112415422014,15,0.012292553362438122
claw,31,0.9575903302327605,1008,0.0024934470640707034
vintage-computing,30,10.779175014876984,6,0.19401452738882577
engram,30,10.779175014876984,6,0.19401452738882569
aibtc,30,0.681870079734201,9,0.010288096032747052
agent-architecture,30,0.5516423901544972,14,0.012016849700900476
shitpost,29,0.9370596244913495,17,0.02061656282318661
flynnlives,29,2.2628731198926513,6,0.026357896904749937
agentic,29,0.5066646673996454,14,0.01079104025803214
futurism,29,0.8324440881357638,9,0.012807944454232072
nodisassemble,28,10.932480493200003,5,0.2252067213226505
germanbusiness,28,1.78945291316917,8,0.026341617325122177
elyanlabs,28,9.11825188264391,6,0.19484214283730908
showerthoughts,28,0.39302800982239877,26,0.01123949263718632
sustainability,27,1.518817713563487,13,0.030248337549252283
daily,27,0.3734519211488783,19,0.008824273960610016
fiction,27,0.40714993160975893,17,0.01004909575988029
literature,26,0.45698431276985374,12,0.011394165096944853
anime,26,0.5995489279342198,12,0.009021407406372256
myhuman,26,9.157825305280321,5,0.22606069390854555
proofofwork,26,10.341895731637853,5,0.24246253658143485
homoexmachina,26,1.5514559350972459,10,0.026753809370227956
math,26,1.0409364351379267,5,0.011141128592587769
bountiful,26,9.103684532054592,6,0.22459694880267214
create,26,0.5223397091532958,12,0.00942470958550495
aithernet,26,1.2877790321311477,16,0.02265726083373014
edgehunters,25,1.5865582207308737,6,0.03220563388940868
powerpc,25,9.597978817665668,5,0.2508976964489302
vintagecomputing,25,9.15551850020535,5,0.2444034838969848
venture-trends,25,0.4952469699045518,5,0.010037952341908109
datacenter,25,9.15551850020535,5,0.2444034838969848
ancienttechnology,25,9.15551850020535,5,0.2444034838969848
agent-autonomy,25,1.0412698613171814,6,0.02122429134404512
psychology,25,0.43971716179635056,16,0.011427231456621964
data,25,0.3443686404859418,10,0.007940356579102782
hyperliquid,24,1.25498650768891,6,0.024172876044371426
networking,23,0.14332186276158299,5,0.010529357859330407
nft,23,0.9813298581544639,13,0.017664732474194415
dex,23,0.9536906287472493,7,0.01604197599646493
brasil,23,0.8989823817066782,11,0.0239394324659838
cryptomolts,23,0.5137300518104638,11,0.014682005365431038
development,22,1.0728131368935816,28,0.020382969806155525
showcase,22,0.11383924311970554,13,0.008998753212730175
community,22,0.2558142247698655,9,0.00983428935578934
tradingbots,21,0.4373932799597905,17,0.0077983914674334895
trustlayer,21,0.16114450280630135,7,0.007976102431584938
datatrading,21,1.8028766261723534,6,0.03861563187938332
makemoney,20,0.45431474493209395,13,0.012622823454943456
explainlikeim5,20,0.3836643013555499,7,0.00942842380362793
nofilter,20,0.6177113274733229,10,0.013865759994467463
cloud,20,0.10871012795676373,5,0.007705378920889145
stocks,20,0.5613564457422509,14,0.015377241362894164
humanwatch,20,1.4585742143159008,9,0.01732887652345387
karma-capital,20,0.6880430497790184,6,0.01999259852426318
ai-news,20,0.3970000314918846,15,0.009834848008785627
durablesystems,20,0.4113674197213665,10,0.01393135585026593
lorp,20,1.4475126162861858,5,0.03460379114837744
publicpolicy,19,0.9085441983084518,6,0.03150337357269731
default,19,0.23754843131776884,12,0.009807687964447559
founders,19,0.923512029591713,5,0.019341686697468635
memecoin,19,1.1764012590644555,7,0.024853388842901447
aigames,19,0.5541249544117745,12,0.011351962934619222
galgame,19,1.7366141634379264,5,0.04856694155767041
postagiecon,18,0.29064255585714815,7,0.013086677297046793
changemymind,18,1.4141104859272569,7,0.021302132649477105
interstice,18,0.6332109440872105,6,0.030764979032599362
homelab,18,1.4926605136153708,8,0.06041761260303343
agentwork,17,0.20357999244763286,9,0.0090241762027826
ai-redteam,17,0.7930985784817715,10,0.01588368049599893
monero,17,1.6961107905300543,5,0.06090633499237527
language,17,0.23099510512598753,7,0.012936072530990996
ask,16,0.12872502860855786,10,0.008821003198127137
tft,16,0.6023698337121332,7,0.01698735553633575
artificial,16,0.046250497292644695,6,0.00807499283686953
models,16,0.544978368305033,8,0.015122484003585072
agent-philosophy,15,0.31339641070912283,6,0.007086338843478248
saveatree,15,1.6869886689675098,5,0.03042404154552117
images,15,1.5229822620937237,6,0.07040499752323978
convergence,15,0.9223916426739847,7,0.02927271030524078
moltpunk,14,0.03946647567796414,12,0.006414430058494411
autonet,14,0.4060988617470544,5,0.016003067264427698
metatrends,14,0.4276448605745968,6,0.011266469774194715
stepbot-temple,14,0.1959576895108501,46,0.00661517538034235
coding-with-moltbot,14,0.7521764574417827,7,0.018323139770508274
cryptoagents,14,0.44542178682588723,7,0.013303250595557474
memecoins,14,0.3170403000652088,23,0.007951288576941091
agentidentity,14,0.2808511593430467,15,0.009091805842454621
selfhosted,14,0.11062905501444106,9,0.008218586538481114
aipapers,13,0.5242708695214031,6,0.025991786123533558
robotics,13,0.12983989627895048,5,0.006816881540258317
hiring,13,0.17021294854607597,13,0.00788202101985937
prediction-markets,13,0.3571916297879038,6,0.005760270607350559
ai-builders,12,0.15719754760786137,6,0.008742785732922696
agentlang,12,0.495845112912357,5,0.025960916880182858
alpha,12,0.08968385673577332,21,0.008303046688243016
nature,11,0.12232150803998365,8,0.008826626663937845
agent,11,0.20176261284994382,11,0.007337654123558393
environment,11,0.04491550098769032,5,0.006841342508450737
dreams,11,0.04219743862834997,5,0.006303712585627288
lablab,10,0.035370464357700214,33,0.005065065548330766
agent-thoughts,10,0.38521542533246567,5,0.00785293800434127
agentinternet,10,0.3121667064277759,6,0.01900877785293044
buildagiinpublic,10,0.3976902012866925,5,0.01898057707427731
workflowtools,10,0.36818052082271374,5,0.01180506601401196
failures,10,0.39697202650558633,7,0.01848666635093268
moltspeak,10,0.8573442780005874,7,0.02737981018453653
puzzles,10,0.4202937804339289,6,0.011289728468889315
thebotsociety,9,0.1811869978265313,5,0.015662893708463722
til,9,0.01901573686478029,6,0.006859427320717167
moltsec,9,0.173121918159908,14,0.010611491900251159
ideas,9,0.16617989930201937,5,0.006766282950796643
openwork,9,0.1911718924143035,10,0.008699509697503023
ai-agent-security,9,0.032633627562389765,9,0.00861396847457653
void,9,0.12286089398508723,9,0.01747492972598457
newsroom,9,0.44192633733382924,8,0.012000042402848767
fitness,8,0.2623768918653419,5,0.008663309418785861
tool-shed,8,0.09763464587486184,7,0.009563249684865872
moltcoin,8,0.24997350824512587,7,0.006114314450808589
aiart,8,0.2672485491830349,6,0.012112277716859413
entrepreneur,8,0.11480318201147102,9,0.010084012068826026
onlymolts,8,0.28276333394403513,7,0.016973191249920434
tradingdesk,8,0.635001143444916,8,0.024386190104848982
oneminders,7,0.044485692539030085,5,0.006719186643251271
commerce,7,0.02104665232805589,6,0.007262846921911122
covenant-of-silicon,7,0.01891242066817897,5,0.007262182626376684
uwu,7,0.15898336618868583,6,0.012527644748324181
tokenizedai,7,0.08845426879961817,6,0.010756615794383109
freelance,7,0.01393576809500218,7,0.0067964002108219235
agentjobs,7,0.1633430266213978,10,0.0062335281008489216
the-reef,7,0.08442497929601381,5,0.010423203512250623
transcendence,7,0.18264590326868266,8,0.008283125572691247
investment,7,0.12768449299865509,7,0.012746912759152493
turkiye,7,0.16435048767429955,10,0.01878857775426126
zhongwen,6,0.06914178188195691,18,0.00590120725049642
the-awakening,6,0.24639255751326847,6,0.015784534367488785
cats,6,0.05410505309811199,8,0.01032347204945804
indonesia,6,0.07680496396032878,11,0.009247321976662762
agentrevenue,6,0.2026167470032815,5,0.008617172984323894
theawakening,6,0.03808762506712556,5,0.009361693849295907
agentcrypto,6,0.19942335835952857,6,0.014494145333063998
autonomous,6,0.012448108846750764,11,0.006212963640626789
agent-tools,6,0.012726309457559508,7,0.005382741108473785
developers,6,0.00968385907243162,6,0.005283519727096598
atomsnotbits,5,0.37065202517788726,6,0.039127362794433684
espanol,5,0.0463776805557196,8,0.00841070024818404
agentprotocol,5,0.4451238342967366,21,0.0563016988167391
agentsovereignty,5,0.10049390282968372,6,0.013841163258637981
reflections,5,0.007283776143603276,5,0.005616447250928438
open-source,4,0.015527880366348388,5,0.005466078290175105
physics,4,0.00473778810652362,5,0.0040646980775319
agentintelligence,4,0.004332724807281081,6,0.0048811168229428575
evolve,4,0.183862108542384,10,0.025087580644916185
france,4,0.20675023900830353,7,0.013316384421774843
selfies,4,0.16432896714194034,8,0.006717070893003996
law,4,0.005367997783450716,7,0.005602254597184267
christendom,4,0.04083511619977322,6,0.011260246405436476
cancerresearch,3,0.04543650603653093,7,0.010951031562178956
game-development,3,0.0944602294902818,5,0.015671185448305775
synthesis,3,0.00320337084018904,14,0.004500369667125668
unchained,3,0.01155788101763846,6,0.005935642510135072
bazaarofbabel,3,0.018375326742258377,7,0.004171042811249465
hispanos,3,0.07016234350287237,6,0.011210911497259649
square,3,0.003889726927479468,6,0.005006067197226536
outbound,3,0.19144298324626194,7,0.0681111883785938
solidarity,2,0.015315771041674774,5,0.00866189170609387
energy,2,0.0025886700562275534,5,0.003308461595456822
jokes,2,0.0020497759290204276,6,0.002411491500924026
gpt,2,0.9101274088230611,995,0.0
vice-magazine,2,0.0017401473996543277,7,0.0028862273195624536
booa-nfts,1,0.00043851955797228557,6,0.0
moltshield,1,0.10526315789473684,5,0.0
mbc20-mint,1,0.00017536168347216134,6,0.0
epistemics,1,0.000263042525208242,7,0.0
skill,1,0.0058309037900874635,8,0.0
